IP:PORT, LOSS, DELAY
162.159.195.76:500,10.00%,336 ms
162.159.192.197:4500,10.00%,336 ms
162.159.192.206:2408,10.00%,336 ms
162.159.193.5:2408,10.00%,336 ms
162.159.192.249:4500,10.00%,336 ms
162.159.195.129:500,10.00%,336 ms
162.159.192.206:500,10.00%,336 ms
162.159.195.134:4500,10.00%,336 ms
162.159.192.233:500,10.00%,336 ms
162.159.195.214:1701,10.00%,336 ms
162.159.192.78:4500,10.00%,336 ms
162.159.192.78:2408,10.00%,336 ms
162.159.195.2:500,10.00%,336 ms
162.159.192.233:2408,10.00%,337 ms
162.159.192.38:2408,10.00%,337 ms
162.159.192.249:2408,10.00%,337 ms
162.159.195.98:4500,10.00%,337 ms
162.159.192.31:4500,10.00%,337 ms
162.159.192.253:1701,10.00%,337 ms
162.159.192.193:1701,10.00%,337 ms
162.159.195.228:500,10.00%,337 ms
162.159.195.16:2408,10.00%,337 ms
162.159.192.23:2408,10.00%,337 ms
162.159.192.89:4500,10.00%,337 ms
162.159.195.42:1701,10.00%,337 ms
162.159.192.158:500,10.00%,337 ms
162.159.192.31:2408,10.00%,337 ms
162.159.195.73:2408,10.00%,337 ms
162.159.195.165:2408,10.00%,337 ms
162.159.192.60:4500,10.00%,337 ms
162.159.195.251:2408,10.00%,337 ms
162.159.192.253:4500,10.00%,337 ms
162.159.195.221:500,10.00%,337 ms
162.159.192.106:2408,10.00%,337 ms
162.159.192.52:500,10.00%,337 ms
162.159.195.79:500,10.00%,337 ms
162.159.195.79:1701,10.00%,337 ms
162.159.195.94:500,10.00%,337 ms
162.159.192.214:4500,10.00%,337 ms
162.159.195.106:1701,10.00%,337 ms
162.159.195.129:1701,10.00%,337 ms
162.159.195.42:2408,10.00%,337 ms
162.159.192.113:500,10.00%,337 ms
162.159.195.186:500,10.00%,337 ms
162.159.195.71:500,10.00%,337 ms
162.159.195.157:2408,10.00%,337 ms
162.159.192.16:4500,10.00%,338 ms
162.159.195.220:4500,10.00%,338 ms
162.159.195.45:500,10.00%,338 ms
162.159.195.241:1701,10.00%,338 ms
162.159.192.52:1701,10.00%,338 ms
162.159.192.173:500,10.00%,338 ms
162.159.195.203:4500,10.00%,338 ms
162.159.195.228:1701,10.00%,338 ms
162.159.192.0:1701,10.00%,338 ms
162.159.192.100:1701,10.00%,338 ms
162.159.195.74:1701,10.00%,338 ms
162.159.195.221:1701,10.00%,338 ms
162.159.195.228:4500,10.00%,338 ms
162.159.192.0:2408,10.00%,338 ms
162.159.195.82:2408,10.00%,338 ms
162.159.195.230:4500,10.00%,338 ms
162.159.195.242:500,10.00%,338 ms
162.159.192.194:4500,10.00%,338 ms
162.159.195.94:1701,10.00%,338 ms
162.159.195.77:1701,10.00%,338 ms
162.159.195.163:4500,10.00%,338 ms
162.159.195.199:1701,10.00%,338 ms
162.159.195.208:4500,10.00%,338 ms
162.159.195.120:4500,10.00%,338 ms
162.159.192.197:2408,10.00%,338 ms
162.159.195.141:4500,10.00%,338 ms
162.159.192.246:2408,10.00%,338 ms
162.159.195.108:4500,10.00%,338 ms
162.159.195.141:500,10.00%,338 ms
162.159.195.120:2408,10.00%,338 ms
162.159.192.86:2408,10.00%,338 ms
162.159.195.252:2408,10.00%,338 ms
162.159.195.50:500,10.00%,338 ms
162.159.192.131:500,10.00%,338 ms
162.159.195.56:2408,10.00%,338 ms
162.159.195.94:4500,10.00%,338 ms
162.159.195.146:1701,10.00%,338 ms
162.159.192.246:1701,10.00%,339 ms
162.159.195.153:1701,10.00%,339 ms
162.159.195.56:500,10.00%,339 ms
162.159.192.105:4500,10.00%,339 ms
162.159.192.27:1701,10.00%,339 ms
162.159.192.204:1701,10.00%,339 ms
162.159.192.173:4500,10.00%,339 ms
162.159.195.56:4500,10.00%,339 ms
162.159.195.50:2408,10.00%,339 ms
162.159.192.242:1701,10.00%,339 ms
162.159.192.33:2408,10.00%,339 ms
162.159.192.187:500,10.00%,339 ms
162.159.195.153:4500,10.00%,339 ms
162.159.192.27:500,10.00%,339 ms
162.159.192.113:1701,10.00%,339 ms
162.159.195.70:1701,10.00%,339 ms
162.159.195.44:4500,10.00%,339 ms
162.159.192.196:4500,10.00%,339 ms
162.159.192.95:4500,10.00%,339 ms
162.159.195.41:1701,10.00%,339 ms
162.159.195.253:2408,10.00%,339 ms
162.159.195.80:2408,10.00%,339 ms
162.159.195.253:1701,10.00%,339 ms
162.159.192.242:500,10.00%,340 ms
162.159.195.213:4500,10.00%,340 ms
162.159.192.126:4500,10.00%,340 ms
162.159.195.91:2408,10.00%,340 ms
162.159.195.215:500,10.00%,340 ms
162.159.192.54:2408,10.00%,340 ms
162.159.192.116:1701,10.00%,340 ms
162.159.192.212:4500,10.00%,340 ms
162.159.192.212:500,10.00%,340 ms
162.159.192.18:500,10.00%,340 ms
162.159.192.234:4500,10.00%,340 ms
162.159.192.187:2408,10.00%,340 ms
162.159.192.58:4500,10.00%,340 ms
162.159.195.15:4500,10.00%,340 ms
162.159.192.24:500,10.00%,340 ms
162.159.195.97:500,10.00%,340 ms
162.159.192.12:4500,10.00%,340 ms
162.159.195.8:500,10.00%,341 ms
162.159.195.8:2408,10.00%,341 ms
162.159.192.171:2408,10.00%,341 ms
162.159.195.109:1701,10.00%,341 ms
162.159.192.13:2408,10.00%,341 ms
162.159.195.20:500,10.00%,341 ms
162.159.192.13:1701,10.00%,341 ms
162.159.192.123:4500,10.00%,341 ms
162.159.195.28:4500,10.00%,341 ms
162.159.193.3:2408,10.00%,341 ms
162.159.195.123:500,10.00%,341 ms
162.159.195.28:500,10.00%,341 ms
162.159.195.142:4500,10.00%,341 ms
162.159.195.126:2408,10.00%,341 ms
162.159.195.20:2408,10.00%,341 ms
162.159.195.181:4500,10.00%,341 ms
162.159.195.88:1701,10.00%,341 ms
162.159.195.89:2408,10.00%,341 ms
162.159.195.65:1701,10.00%,341 ms
162.159.195.97:4500,10.00%,341 ms
162.159.195.78:1701,10.00%,341 ms
162.159.195.20:4500,10.00%,341 ms
162.159.195.78:2408,10.00%,341 ms
162.159.193.3:4500,10.00%,341 ms
162.159.192.176:500,10.00%,341 ms
162.159.195.126:500,10.00%,341 ms
162.159.195.66:500,10.00%,341 ms
162.159.195.226:1701,10.00%,341 ms
162.159.192.156:500,10.00%,342 ms
162.159.192.123:500,10.00%,342 ms
162.159.192.18:2408,10.00%,342 ms
162.159.192.138:500,10.00%,342 ms
162.159.195.180:1701,10.00%,342 ms
162.159.195.50:4500,10.00%,342 ms
162.159.192.212:1701,10.00%,342 ms
162.159.195.212:2408,10.00%,342 ms
162.159.192.102:2408,10.00%,342 ms
162.159.192.116:2408,10.00%,342 ms
162.159.195.92:2408,10.00%,342 ms
162.159.192.21:2408,10.00%,342 ms
162.159.195.54:1701,10.00%,342 ms
162.159.192.21:1701,10.00%,342 ms
162.159.195.123:1701,10.00%,342 ms
162.159.195.92:1701,10.00%,342 ms
162.159.192.182:2408,10.00%,342 ms
162.159.195.191:500,10.00%,342 ms
162.159.195.202:4500,10.00%,342 ms
162.159.192.183:2408,10.00%,342 ms
162.159.192.37:1701,10.00%,342 ms
162.159.195.66:4500,10.00%,342 ms
162.159.195.7:1701,10.00%,342 ms
162.159.192.225:500,10.00%,342 ms
162.159.195.225:4500,10.00%,343 ms
162.159.195.66:2408,10.00%,343 ms
162.159.192.140:4500,10.00%,343 ms
162.159.195.245:4500,10.00%,343 ms
162.159.195.19:500,10.00%,343 ms
162.159.195.99:2408,10.00%,343 ms
162.159.195.142:500,10.00%,343 ms
162.159.192.184:2408,10.00%,343 ms
162.159.192.240:1701,10.00%,343 ms
162.159.195.217:4500,10.00%,343 ms
162.159.195.99:4500,10.00%,344 ms
162.159.192.184:500,10.00%,344 ms
162.159.195.179:500,10.00%,344 ms
162.159.195.133:2408,10.00%,344 ms
162.159.192.245:500,10.00%,344 ms
162.159.195.51:4500,10.00%,344 ms
162.159.192.239:2408,10.00%,344 ms
162.159.192.65:4500,10.00%,344 ms
162.159.195.23:4500,10.00%,344 ms
162.159.195.51:2408,10.00%,344 ms
162.159.192.240:2408,10.00%,344 ms
162.159.195.85:500,10.00%,344 ms
162.159.192.168:500,10.00%,344 ms
162.159.192.253:2408,10.00%,344 ms
162.159.193.1:500,10.00%,344 ms
162.159.195.85:1701,10.00%,344 ms
162.159.192.245:4500,10.00%,345 ms
162.159.195.85:4500,10.00%,345 ms
162.159.195.130:500,10.00%,345 ms
162.159.192.110:4500,10.00%,345 ms
162.159.195.52:1701,10.00%,345 ms
162.159.195.137:1701,10.00%,345 ms
162.159.195.206:500,10.00%,345 ms
162.159.192.235:1701,10.00%,345 ms
162.159.195.52:500,10.00%,345 ms
162.159.192.235:500,10.00%,345 ms
162.159.195.7:4500,10.00%,345 ms
162.159.192.162:2408,10.00%,346 ms
162.159.192.59:2408,10.00%,346 ms
162.159.195.137:2408,10.00%,346 ms
162.159.192.65:1701,10.00%,346 ms
162.159.192.98:500,10.00%,346 ms
162.159.195.244:2408,10.00%,346 ms
162.159.192.165:1701,10.00%,346 ms
162.159.195.7:2408,10.00%,346 ms
162.159.195.170:500,10.00%,346 ms
162.159.195.235:4500,10.00%,346 ms
162.159.195.9:1701,10.00%,346 ms
162.159.192.239:500,10.00%,346 ms
162.159.195.16:4500,10.00%,347 ms
162.159.192.126:2408,10.00%,347 ms
162.159.192.211:1701,10.00%,347 ms
162.159.192.209:2408,10.00%,347 ms
162.159.195.235:1701,10.00%,347 ms
162.159.192.65:500,10.00%,347 ms
162.159.192.218:2408,10.00%,347 ms
162.159.195.234:500,10.00%,347 ms
162.159.195.111:4500,10.00%,347 ms
162.159.195.33:1701,10.00%,347 ms
162.159.192.132:500,10.00%,347 ms
162.159.195.172:2408,10.00%,347 ms
162.159.195.24:4500,10.00%,347 ms
162.159.195.195:4500,10.00%,348 ms
162.159.192.96:2408,10.00%,348 ms
162.159.192.188:1701,10.00%,348 ms
162.159.192.49:500,10.00%,348 ms
162.159.195.237:1701,10.00%,348 ms
162.159.192.26:1701,10.00%,348 ms
162.159.192.141:1701,10.00%,348 ms
162.159.192.156:2408,10.00%,348 ms
162.159.195.138:4500,10.00%,348 ms
162.159.195.107:4500,10.00%,349 ms
162.159.195.6:2408,10.00%,349 ms
162.159.192.91:4500,10.00%,349 ms
162.159.193.8:2408,10.00%,349 ms
162.159.192.175:500,10.00%,349 ms
162.159.192.37:500,10.00%,349 ms
162.159.192.143:1701,10.00%,349 ms
162.159.192.229:2408,10.00%,349 ms
162.159.192.36:500,10.00%,349 ms
162.159.195.19:4500,10.00%,349 ms
162.159.192.188:4500,10.00%,349 ms
162.159.192.56:2408,10.00%,349 ms
162.159.195.227:2408,10.00%,349 ms
162.159.192.69:1701,10.00%,349 ms
162.159.192.69:2408,10.00%,349 ms
162.159.195.11:1701,10.00%,349 ms
162.159.192.58:1701,10.00%,349 ms
162.159.192.186:4500,10.00%,350 ms
162.159.192.53:1701,10.00%,350 ms
162.159.192.45:1701,10.00%,350 ms
162.159.192.185:500,10.00%,350 ms
162.159.192.175:2408,10.00%,350 ms
162.159.192.182:4500,10.00%,350 ms
162.159.192.8:500,10.00%,350 ms
162.159.192.182:1701,10.00%,350 ms
162.159.192.122:500,10.00%,350 ms
162.159.192.81:4500,10.00%,350 ms
162.159.192.91:1701,10.00%,351 ms
162.159.192.81:1701,10.00%,351 ms
162.159.192.47:500,10.00%,351 ms
162.159.195.3:4500,10.00%,351 ms
162.159.195.57:2408,10.00%,351 ms
162.159.195.34:4500,10.00%,351 ms
162.159.195.198:2408,10.00%,351 ms
162.159.192.80:500,10.00%,351 ms
162.159.193.4:2408,10.00%,351 ms
162.159.195.198:1701,10.00%,351 ms
162.159.195.132:500,10.00%,351 ms
162.159.195.34:1701,10.00%,352 ms
162.159.192.90:2408,10.00%,352 ms
162.159.195.34:500,10.00%,352 ms
162.159.195.116:1701,10.00%,352 ms
162.159.195.31:4500,10.00%,352 ms
162.159.195.207:1701,10.00%,352 ms
162.159.192.183:1701,10.00%,352 ms
162.159.192.195:2408,10.00%,352 ms
162.159.195.6:500,10.00%,352 ms
162.159.195.9:500,10.00%,352 ms
162.159.192.110:2408,10.00%,352 ms
162.159.192.220:1701,10.00%,352 ms
162.159.195.168:500,10.00%,352 ms
162.159.195.239:1701,10.00%,352 ms
162.159.195.168:2408,10.00%,352 ms
162.159.192.29:1701,10.00%,352 ms
162.159.195.215:1701,10.00%,352 ms
162.159.192.49:4500,10.00%,352 ms
162.159.192.222:2408,10.00%,352 ms
162.159.192.49:2408,10.00%,352 ms
162.159.192.99:1701,10.00%,352 ms
162.159.195.207:4500,10.00%,352 ms
162.159.195.206:1701,10.00%,352 ms
162.159.195.0:4500,10.00%,352 ms
162.159.195.246:2408,10.00%,352 ms
162.159.195.229:4500,10.00%,352 ms
162.159.195.118:1701,10.00%,352 ms
162.159.192.77:500,10.00%,353 ms
162.159.192.77:1701,10.00%,353 ms
162.159.192.183:4500,10.00%,353 ms
162.159.192.184:1701,10.00%,353 ms
162.159.195.113:4500,10.00%,353 ms
162.159.195.113:1701,10.00%,353 ms
162.159.192.11:500,10.00%,353 ms
162.159.192.35:4500,10.00%,353 ms
162.159.195.113:2408,10.00%,353 ms
162.159.192.34:1701,10.00%,353 ms
162.159.192.35:2408,10.00%,353 ms
162.159.195.218:1701,10.00%,353 ms
162.159.193.10:2408,10.00%,353 ms
162.159.192.25:500,10.00%,353 ms
162.159.192.8:4500,10.00%,354 ms
162.159.192.189:2408,10.00%,354 ms
162.159.192.161:2408,10.00%,354 ms
162.159.195.75:1701,10.00%,354 ms
162.159.192.56:500,10.00%,354 ms
162.159.195.60:500,10.00%,354 ms
162.159.195.111:2408,10.00%,354 ms
162.159.195.210:500,10.00%,354 ms
162.159.195.115:500,10.00%,354 ms
162.159.195.75:2408,10.00%,354 ms
162.159.192.82:1701,10.00%,354 ms
162.159.195.10:2408,10.00%,354 ms
162.159.195.13:500,10.00%,354 ms
162.159.195.140:2408,10.00%,354 ms
162.159.195.13:4500,10.00%,354 ms
162.159.193.10:500,10.00%,354 ms
162.159.193.10:4500,10.00%,355 ms
162.159.195.83:2408,10.00%,355 ms
162.159.195.124:4500,10.00%,355 ms
162.159.195.75:4500,10.00%,355 ms
162.159.192.74:2408,10.00%,355 ms
162.159.192.22:500,10.00%,355 ms
162.159.192.61:500,10.00%,355 ms
162.159.192.20:4500,10.00%,355 ms
162.159.192.169:2408,10.00%,355 ms
162.159.195.1:4500,10.00%,355 ms
162.159.192.66:2408,10.00%,355 ms
162.159.192.51:4500,10.00%,355 ms
162.159.195.237:4500,10.00%,355 ms
162.159.192.39:1701,10.00%,355 ms
162.159.195.163:500,10.00%,355 ms
162.159.195.245:500,10.00%,355 ms
162.159.192.122:2408,10.00%,355 ms
162.159.192.22:2408,10.00%,355 ms
162.159.192.80:1701,10.00%,355 ms
162.159.192.47:2408,10.00%,355 ms
162.159.192.210:2408,10.00%,356 ms
162.159.192.121:2408,10.00%,356 ms
162.159.195.114:2408,10.00%,356 ms
162.159.195.173:1701,10.00%,356 ms
162.159.195.0:500,10.00%,356 ms
162.159.195.173:500,10.00%,356 ms
162.159.195.35:500,10.00%,356 ms
162.159.192.51:2408,10.00%,356 ms
162.159.192.20:500,10.00%,356 ms
162.159.192.20:1701,10.00%,356 ms
162.159.195.114:4500,10.00%,356 ms
162.159.192.77:4500,10.00%,356 ms
162.159.192.165:500,10.00%,356 ms
162.159.192.89:500,10.00%,356 ms
162.159.195.26:500,10.00%,356 ms
162.159.192.114:500,10.00%,356 ms
162.159.195.26:4500,10.00%,356 ms
162.159.192.177:1701,10.00%,356 ms
162.159.195.210:2408,10.00%,356 ms
162.159.192.237:2408,10.00%,357 ms
162.159.195.17:1701,10.00%,357 ms
162.159.192.210:1701,10.00%,357 ms
162.159.195.129:4500,10.00%,357 ms
162.159.195.163:1701,10.00%,357 ms
162.159.195.16:1701,10.00%,357 ms
162.159.195.158:2408,10.00%,357 ms
162.159.195.221:4500,10.00%,358 ms
162.159.195.104:2408,10.00%,358 ms
162.159.192.11:1701,10.00%,358 ms
162.159.192.172:4500,10.00%,358 ms
162.159.195.176:2408,10.00%,358 ms
162.159.192.248:2408,10.00%,358 ms
162.159.195.188:4500,10.00%,358 ms
162.159.192.214:2408,10.00%,358 ms
162.159.192.125:500,10.00%,358 ms
162.159.195.176:500,10.00%,358 ms
162.159.195.160:4500,10.00%,358 ms
162.159.195.135:4500,10.00%,358 ms
162.159.195.57:1701,10.00%,358 ms
162.159.195.4:500,10.00%,358 ms
162.159.195.156:500,10.00%,358 ms
162.159.192.8:1701,10.00%,358 ms
162.159.192.114:1701,10.00%,358 ms
162.159.195.241:2408,10.00%,358 ms
162.159.195.252:4500,10.00%,358 ms
162.159.195.202:2408,10.00%,358 ms
162.159.195.38:4500,10.00%,359 ms
162.159.195.242:1701,10.00%,359 ms
162.159.195.188:1701,10.00%,359 ms
162.159.195.225:2408,10.00%,359 ms
162.159.192.55:1701,10.00%,359 ms
162.159.192.70:500,10.00%,359 ms
162.159.195.135:500,10.00%,359 ms
162.159.195.38:1701,10.00%,359 ms
162.159.192.35:1701,10.00%,359 ms
162.159.195.38:2408,10.00%,359 ms
162.159.192.36:4500,10.00%,359 ms
162.159.195.104:1701,10.00%,359 ms
162.159.195.68:2408,10.00%,359 ms
162.159.192.36:2408,10.00%,359 ms
162.159.192.172:1701,10.00%,359 ms
162.159.195.4:2408,10.00%,359 ms
162.159.192.186:2408,10.00%,359 ms
162.159.192.105:500,10.00%,359 ms
162.159.192.218:500,10.00%,359 ms
162.159.195.201:500,10.00%,359 ms
162.159.192.232:4500,10.00%,360 ms
162.159.192.145:2408,10.00%,361 ms
162.159.192.118:2408,10.00%,361 ms
162.159.192.189:4500,10.00%,361 ms
162.159.195.15:2408,10.00%,361 ms
162.159.195.12:2408,10.00%,361 ms
162.159.195.212:500,10.00%,361 ms
162.159.192.145:4500,10.00%,361 ms
162.159.192.107:500,10.00%,361 ms
162.159.195.222:2408,10.00%,361 ms
162.159.192.145:1701,10.00%,361 ms
162.159.195.3:1701,10.00%,362 ms
162.159.195.183:4500,10.00%,362 ms
162.159.195.253:500,10.00%,362 ms
162.159.195.38:500,10.00%,362 ms
162.159.195.110:2408,10.00%,362 ms
162.159.192.25:1701,10.00%,362 ms
162.159.195.183:1701,10.00%,362 ms
162.159.192.61:1701,10.00%,362 ms
162.159.192.67:500,10.00%,362 ms
162.159.195.192:2408,10.00%,362 ms
162.159.192.189:500,10.00%,362 ms
162.159.192.67:1701,10.00%,362 ms
162.159.195.25:1701,10.00%,362 ms
162.159.195.65:500,10.00%,362 ms
162.159.195.81:2408,10.00%,362 ms
162.159.192.171:500,10.00%,362 ms
162.159.195.63:500,10.00%,362 ms
162.159.195.226:500,10.00%,362 ms
162.159.192.148:1701,10.00%,362 ms
162.159.195.8:1701,10.00%,363 ms
162.159.192.25:2408,10.00%,363 ms
162.159.192.164:1701,10.00%,363 ms
162.159.195.211:500,10.00%,363 ms
162.159.195.154:1701,10.00%,363 ms
162.159.195.191:1701,10.00%,363 ms
162.159.195.240:1701,10.00%,363 ms
162.159.195.222:500,10.00%,363 ms
162.159.192.121:500,10.00%,363 ms
162.159.195.195:2408,10.00%,363 ms
162.159.195.87:1701,10.00%,364 ms
162.159.195.194:2408,10.00%,364 ms
162.159.195.194:4500,10.00%,364 ms
162.159.192.121:4500,10.00%,364 ms
162.159.195.15:500,10.00%,364 ms
162.159.195.93:2408,10.00%,364 ms
162.159.195.93:500,10.00%,364 ms
162.159.195.87:2408,10.00%,366 ms
162.159.195.62:500,10.00%,367 ms
162.159.195.249:2408,20.00%,385 ms
162.159.192.251:1701,20.00%,385 ms
162.159.195.204:1701,20.00%,386 ms
162.159.195.47:2408,20.00%,390 ms
162.159.192.243:500,20.00%,391 ms
162.159.195.241:4500,20.00%,392 ms
162.159.192.160:4500,20.00%,392 ms
162.159.195.67:4500,20.00%,393 ms
162.159.195.95:1701,20.00%,393 ms
162.159.195.242:4500,20.00%,393 ms
162.159.195.184:4500,20.00%,393 ms
162.159.192.111:2408,20.00%,393 ms
162.159.192.163:500,20.00%,394 ms
162.159.195.247:1701,20.00%,394 ms
162.159.192.96:1701,20.00%,395 ms
162.159.192.39:2408,20.00%,395 ms
162.159.195.174:2408,20.00%,395 ms
162.159.192.202:2408,20.00%,395 ms
162.159.195.250:500,20.00%,396 ms
162.159.192.153:4500,20.00%,396 ms
162.159.192.230:2408,20.00%,396 ms
162.159.192.43:500,20.00%,398 ms
162.159.195.236:500,20.00%,398 ms
162.159.192.64:500,20.00%,398 ms
162.159.192.228:2408,20.00%,398 ms
162.159.192.254:4500,20.00%,399 ms
162.159.192.219:2408,20.00%,399 ms
162.159.195.166:1701,20.00%,399 ms
162.159.195.27:500,20.00%,399 ms
162.159.192.247:500,20.00%,399 ms
162.159.195.166:4500,20.00%,399 ms
162.159.192.187:4500,20.00%,400 ms
162.159.195.244:1701,20.00%,400 ms
162.159.195.253:4500,20.00%,400 ms
162.159.192.241:1701,20.00%,400 ms
162.159.195.84:1701,20.00%,401 ms
162.159.195.118:2408,20.00%,401 ms
162.159.195.169:2408,20.00%,401 ms
162.159.195.214:4500,20.00%,401 ms
162.159.192.34:500,20.00%,401 ms
162.159.192.135:2408,20.00%,401 ms
162.159.195.64:1701,20.00%,402 ms
162.159.192.220:4500,20.00%,402 ms
162.159.192.142:500,20.00%,402 ms
162.159.195.139:2408,20.00%,402 ms
162.159.192.38:4500,20.00%,402 ms
162.159.195.84:4500,20.00%,402 ms
162.159.192.244:4500,20.00%,402 ms
162.159.192.131:1701,20.00%,402 ms
162.159.195.152:500,20.00%,402 ms
162.159.195.251:500,20.00%,402 ms
162.159.192.94:500,20.00%,402 ms
162.159.192.87:500,20.00%,402 ms
162.159.192.151:1701,20.00%,402 ms
162.159.192.187:1701,20.00%,403 ms
162.159.192.200:4500,20.00%,403 ms
162.159.192.234:1701,20.00%,403 ms
162.159.192.243:2408,20.00%,403 ms
162.159.195.139:1701,20.00%,403 ms
162.159.192.174:2408,20.00%,403 ms
162.159.192.101:500,20.00%,403 ms
162.159.195.184:1701,20.00%,403 ms
162.159.195.108:500,20.00%,403 ms
162.159.192.166:4500,20.00%,403 ms
162.159.192.197:1701,20.00%,403 ms
162.159.195.219:1701,20.00%,404 ms
162.159.195.223:2408,20.00%,404 ms
162.159.192.250:4500,20.00%,404 ms
162.159.192.216:4500,20.00%,404 ms
162.159.195.143:500,20.00%,404 ms
162.159.195.46:1701,20.00%,404 ms
162.159.192.135:500,20.00%,404 ms
162.159.195.7:500,20.00%,405 ms
162.159.192.201:4500,20.00%,405 ms
162.159.192.62:4500,20.00%,405 ms
162.159.195.46:2408,20.00%,405 ms
162.159.192.101:1701,20.00%,405 ms
162.159.192.88:500,20.00%,405 ms
162.159.192.87:4500,20.00%,405 ms
162.159.192.98:4500,20.00%,405 ms
162.159.195.167:1701,20.00%,405 ms
162.159.195.17:4500,20.00%,405 ms
162.159.192.252:4500,20.00%,405 ms
162.159.192.163:2408,20.00%,405 ms
162.159.192.84:500,20.00%,405 ms
162.159.192.28:500,20.00%,405 ms
162.159.192.90:1701,20.00%,406 ms
162.159.195.18:1701,20.00%,406 ms
162.159.192.138:2408,20.00%,406 ms
162.159.192.28:4500,20.00%,406 ms
162.159.192.219:1701,20.00%,406 ms
162.159.195.132:2408,20.00%,406 ms
162.159.195.143:4500,20.00%,406 ms
162.159.195.72:500,20.00%,406 ms
162.159.192.28:1701,20.00%,406 ms
162.159.195.190:500,20.00%,406 ms
162.159.195.9:2408,20.00%,406 ms
162.159.195.148:1701,20.00%,406 ms
162.159.195.116:4500,20.00%,406 ms
162.159.195.193:500,20.00%,407 ms
162.159.192.137:4500,20.00%,407 ms
162.159.193.2:1701,20.00%,407 ms
162.159.195.122:1701,20.00%,407 ms
162.159.195.86:4500,20.00%,407 ms
162.159.195.127:1701,20.00%,407 ms
162.159.192.230:500,20.00%,407 ms
162.159.195.196:500,20.00%,407 ms
162.159.195.125:1701,20.00%,407 ms
162.159.192.157:4500,20.00%,407 ms
162.159.195.160:2408,20.00%,407 ms
162.159.195.254:2408,20.00%,407 ms
162.159.192.146:4500,20.00%,407 ms
162.159.195.55:2408,20.00%,407 ms
162.159.192.150:4500,20.00%,407 ms
162.159.195.219:500,20.00%,407 ms
162.159.192.112:1701,20.00%,407 ms
162.159.192.150:1701,20.00%,407 ms
162.159.192.240:4500,20.00%,407 ms
162.159.192.32:4500,20.00%,408 ms
162.159.195.95:2408,20.00%,408 ms
162.159.192.45:4500,20.00%,408 ms
162.159.192.57:500,20.00%,408 ms
162.159.192.88:4500,20.00%,408 ms
162.159.195.198:4500,20.00%,408 ms
162.159.195.14:4500,20.00%,408 ms
162.159.195.61:2408,20.00%,408 ms
162.159.195.55:4500,20.00%,408 ms
162.159.192.227:1701,20.00%,408 ms
162.159.192.169:500,20.00%,408 ms
162.159.192.219:500,20.00%,408 ms
162.159.192.92:500,20.00%,408 ms
162.159.195.197:500,20.00%,408 ms
162.159.195.103:4500,20.00%,408 ms
162.159.192.115:500,20.00%,409 ms
162.159.192.115:2408,20.00%,409 ms
162.159.195.169:4500,20.00%,409 ms
162.159.195.121:4500,20.00%,409 ms
162.159.195.162:1701,20.00%,409 ms
162.159.195.192:500,20.00%,409 ms
162.159.195.121:2408,20.00%,409 ms
162.159.192.147:500,20.00%,409 ms
162.159.195.119:4500,20.00%,409 ms
162.159.193.8:4500,20.00%,409 ms
162.159.195.121:500,20.00%,409 ms
162.159.192.198:2408,20.00%,409 ms
162.159.192.75:1701,20.00%,409 ms
162.159.192.72:4500,20.00%,409 ms
162.159.192.83:1701,20.00%,409 ms
162.159.192.167:4500,20.00%,409 ms
162.159.195.10:500,20.00%,410 ms
162.159.195.76:1701,20.00%,410 ms
162.159.192.149:2408,20.00%,410 ms
162.159.192.158:2408,20.00%,410 ms
162.159.192.206:1701,20.00%,410 ms
162.159.195.45:4500,20.00%,410 ms
162.159.195.238:2408,20.00%,410 ms
162.159.195.214:500,20.00%,410 ms
162.159.192.237:1701,20.00%,410 ms
162.159.195.136:2408,20.00%,411 ms
162.159.195.98:500,20.00%,411 ms
162.159.192.119:500,20.00%,411 ms
162.159.195.71:4500,20.00%,411 ms
162.159.192.207:2408,20.00%,411 ms
162.159.195.5:1701,20.00%,411 ms
162.159.192.93:4500,20.00%,411 ms
162.159.195.42:4500,20.00%,411 ms
162.159.192.41:1701,20.00%,411 ms
162.159.192.171:1701,20.00%,411 ms
162.159.195.111:1701,20.00%,411 ms
162.159.192.190:4500,20.00%,411 ms
162.159.195.64:500,20.00%,411 ms
162.159.192.106:4500,20.00%,411 ms
162.159.195.179:1701,20.00%,411 ms
162.159.195.187:500,20.00%,411 ms
162.159.195.187:2408,20.00%,411 ms
162.159.195.115:2408,20.00%,411 ms
162.159.192.16:2408,20.00%,411 ms
162.159.195.71:1701,20.00%,411 ms
162.159.195.220:2408,20.00%,411 ms
162.159.195.228:2408,20.00%,411 ms
162.159.195.108:2408,20.00%,411 ms
162.159.195.32:1701,20.00%,411 ms
162.159.192.52:2408,20.00%,411 ms
162.159.192.38:500,20.00%,411 ms
162.159.195.48:1701,20.00%,411 ms
162.159.195.187:4500,20.00%,412 ms
162.159.192.85:4500,20.00%,412 ms
162.159.192.52:4500,20.00%,412 ms
162.159.192.147:1701,20.00%,412 ms
162.159.192.204:2408,20.00%,412 ms
162.159.195.141:1701,20.00%,412 ms
162.159.192.5:500,20.00%,412 ms
162.159.195.159:500,20.00%,412 ms
162.159.192.131:2408,20.00%,412 ms
162.159.192.38:1701,20.00%,412 ms
162.159.192.242:2408,20.00%,412 ms
162.159.195.70:2408,20.00%,412 ms
